candidato,origen_paquete,familia,criterio,estado_fuente,senal_fallo,fuente_ficha,fuente_seccion,fuente_cita,convencion_a,observacion
set_footprint_ref,extension,S,S2,cumple,0,21-set-footprint-ref.md,S2,S2: cumple,no,
set_footprint_ref,extension,S,S3,cumple,0,21-set-footprint-ref.md,S3,"S3: simple (mover 1 función, wrapper delgado)",no,
set_footprint_ref,extension,S,S4,cumple,0,21-set-footprint-ref.md,S4,"S4: cumple, COBERTURA_DEMOSTRADA (offline)",no,
set_footprint_ref,extension,S,S5,cumple,0,21-set-footprint-ref.md,S5,"S5: cumple (renombra ref, no toca zonas/route_board)",no,
set_footprint_ref,extension,S,S6,no_evaluado_o_na,,21-set-footprint-ref.md,S6,"REFERENCIA_EXISTENTE (resolución de refs duplicados, sin relación con DT3/P1-2)",no,
set_footprint_ref,extension,S,S7,cumple,0,21-set-footprint-ref.md,S7,S7: cumple por S7.a (114>=80) y S7.c (114>=100),no,
set_footprint_ref,extension,S,S8,no_cumple,1,21-set-footprint-ref.md,S8,S8: NO cumple en ninguna ruta — idéntico patrón a add_via (ficha 14),no,
set_footprint_ref,extension,R,R1,no_evaluado_o_na,,21-set-footprint-ref.md,(ninguna),ausencia declarada,no,
set_footprint_ref,extension,R,R2,no_evaluado_o_na,,21-set-footprint-ref.md,(ninguna),ausencia declarada,no,
set_footprint_ref,extension,R,R3,no_evaluado_o_na,,21-set-footprint-ref.md,(ninguna),ausencia declarada,no,
set_footprint_ref,extension,R,R4,no_evaluado_o_na,,21-set-footprint-ref.md,(ninguna),ausencia declarada,no,
set_footprint_ref,extension,R,R5,no_evaluado_o_na,,21-set-footprint-ref.md,(ninguna),ausencia declarada,no,
set_footprint_ref,extension,R,R6,no_evaluado_o_na,,21-set-footprint-ref.md,(ninguna),ausencia declarada,no,
set_footprint_ref,extension,R,R7,no_evaluado_o_na,,21-set-footprint-ref.md,(ninguna),ausencia declarada,no,
set_footprint_ref,extension,R,R8,no_evaluado_o_na,,21-set-footprint-ref.md,(ninguna),ausencia declarada,no,
set_footprint_ref,extension,R,R9,no_evaluado_o_na,,21-set-footprint-ref.md,(ninguna),ausencia declarada,no,
set_footprint_ref,extension,R,R10,no_evaluado_o_na,,21-set-footprint-ref.md,(ninguna),ausencia declarada,no,
set_footprint_ref,extension,R,R11,activado,1,21-set-footprint-ref.md,R activado,R11 (Ruta B),no,condicionado a Ruta B
set_footprint_ref,extension,R,R12,activado,1,21-set-footprint-ref.md,R activado,R12 (Ruta A),no,condicionado a Ruta A
set_footprint_ref,extension,R,R13,no_evaluado_o_na,,21-set-footprint-ref.md,(ninguna),ausencia declarada,no,
set_footprint_ref,extension,R,R14,no_evaluado_o_na,,21-set-footprint-ref.md,(ninguna),ausencia declarada,no,
